location,context,observed,expected,authority,tolerance,status
TABLES_V2_1/Supplementary_Table_S4.csv,"ld,FULL_PCC,average_precision,40,40,0.3730950537963239,0.20958885063734023,0.36369438870739224,0.19648824527225672,0.5115405353256944,0.31172187357695474,0.4392034975285",0.36369438870739224,0.36369438870739224,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"precision,40,40,0.3730950537963239,0.20958885063734023,0.36369438870739224,0.19648824527225672,0.5115405353256944,0.31172187357695474,0.4392034975285071 crossfitted_thre",0.19648824527225672,0.19648824527225672,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"30950537963239,0.20958885063734023,0.36369438870739224,0.19648824527225672,0.5115405353256944,0.31172187357695474,0.4392034975285071 crossfitted_threshold,NO_SMOOTHING,",0.5115405353256944,0.5115405353256944,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"958885063734023,0.36369438870739224,0.19648824527225672,0.5115405353256944,0.31172187357695474,0.4392034975285071 crossfitted_threshold,NO_SMOOTHING,dice_fixed,40,40,0.3",0.31172187357695474,0.31172187357695474,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"369438870739224,0.19648824527225672,0.5115405353256944,0.31172187357695474,0.4392034975285071 crossfitted_threshold,NO_SMOOTHING,dice_fixed,40,40,0.3850225818756014,0.2",0.4392034975285071,0.4392034975285071,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"357695474,0.4392034975285071 crossfitted_threshold,NO_SMOOTHING,dice_fixed,40,40,0.3850225818756014,0.21473830504516306,0.35757261204125057,0.2051652427",40,40,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"695474,0.4392034975285071 crossfitted_threshold,NO_SMOOTHING,dice_fixed,40,40,0.3850225818756014,0.21473830504516306,0.35757261204125057,0.2051652427967",40,40,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"474,0.4392034975285071 crossfitted_threshold,NO_SMOOTHING,dice_fixed,40,40,0.3850225818756014,0.21473830504516306,0.35757261204125057,0.20516524279679194,0.501955901148",0.3850225818756014,0.3850225818756014,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"071 crossfitted_threshold,NO_SMOOTHING,dice_fixed,40,40,0.3850225818756014,0.21473830504516306,0.35757261204125057,0.20516524279679194,0.5019559011481005,0.3209825423283",0.21473830504516306,0.21473830504516306,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"shold,NO_SMOOTHING,dice_fixed,40,40,0.3850225818756014,0.21473830504516306,0.35757261204125057,0.20516524279679194,0.5019559011481005,0.32098254232830964,0.4527167131310",0.35757261204125057,0.35757261204125057,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"ice_fixed,40,40,0.3850225818756014,0.21473830504516306,0.35757261204125057,0.20516524279679194,0.5019559011481005,0.32098254232830964,0.4527167131310237 crossfitted_thre",0.20516524279679194,0.20516524279679194,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"50225818756014,0.21473830504516306,0.35757261204125057,0.20516524279679194,0.5019559011481005,0.32098254232830964,0.4527167131310237 crossfitted_threshold,NO_SMOOTHING,",0.5019559011481005,0.5019559011481005,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"473830504516306,0.35757261204125057,0.20516524279679194,0.5019559011481005,0.32098254232830964,0.4527167131310237 crossfitted_threshold,NO_SMOOTHING,soft_dice,40,40,0.30",0.32098254232830964,0.32098254232830964,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"757261204125057,0.20516524279679194,0.5019559011481005,0.32098254232830964,0.4527167131310237 crossfitted_threshold,NO_SMOOTHING,soft_dice,40,40,0.30945156070623653,0.1",0.4527167131310237,0.4527167131310237,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"4232830964,0.4527167131310237 crossfitted_threshold,NO_SMOOTHING,soft_dice,40,40,0.30945156070623653,0.1716954111405503,0.30212541676869825,0.1822453196",40,40,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"2830964,0.4527167131310237 crossfitted_threshold,NO_SMOOTHING,soft_dice,40,40,0.30945156070623653,0.1716954111405503,0.30212541676869825,0.1822453196030",40,40,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"0964,0.4527167131310237 crossfitted_threshold,NO_SMOOTHING,soft_dice,40,40,0.30945156070623653,0.1716954111405503,0.30212541676869825,0.18224531960304988,0.3939770182368",0.30945156070623653,0.30945156070623653,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"237 crossfitted_threshold,NO_SMOOTHING,soft_dice,40,40,0.30945156070623653,0.1716954111405503,0.30212541676869825,0.18224531960304988,0.3939770182368503,0.2584927376912",0.1716954111405503,0.1716954111405503,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"eshold,NO_SMOOTHING,soft_dice,40,40,0.30945156070623653,0.1716954111405503,0.30212541676869825,0.18224531960304988,0.3939770182368503,0.25849273769128017,0.3633043190954",0.30212541676869825,0.30212541676869825,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"soft_dice,40,40,0.30945156070623653,0.1716954111405503,0.30212541676869825,0.18224531960304988,0.3939770182368503,0.25849273769128017,0.3633043190954102 crossfitted_thre",0.18224531960304988,0.18224531960304988,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"945156070623653,0.1716954111405503,0.30212541676869825,0.18224531960304988,0.3939770182368503,0.25849273769128017,0.3633043190954102 crossfitted_threshold,NO_SMOOTHING,",0.3939770182368503,0.3939770182368503,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"716954111405503,0.30212541676869825,0.18224531960304988,0.3939770182368503,0.25849273769128017,0.3633043190954102 crossfitted_threshold,NO_SMOOTHING,brier_score,40,40,0.",0.25849273769128017,0.25849273769128017,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"212541676869825,0.18224531960304988,0.3939770182368503,0.25849273769128017,0.3633043190954102 crossfitted_threshold,NO_SMOOTHING,brier_score,40,40,0.0038531325669077,0.",0.3633043190954102,0.3633043190954102,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"69128017,0.3633043190954102 crossfitted_threshold,NO_SMOOTHING,brier_score,40,40,0.0038531325669077,0.0019602598924239765,0.0034951734711370502,0.002348",40,40,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"28017,0.3633043190954102 crossfitted_threshold,NO_SMOOTHING,brier_score,40,40,0.0038531325669077,0.0019602598924239765,0.0034951734711370502,0.002348790",40,40,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"17,0.3633043190954102 crossfitted_threshold,NO_SMOOTHING,brier_score,40,40,0.0038531325669077,0.0019602598924239765,0.0034951734711370502,0.0023487904712739,0.004817403",0.0038531325669077,0.0038531325669077,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"02 crossfitted_threshold,NO_SMOOTHING,brier_score,40,40,0.0038531325669077,0.0019602598924239765,0.0034951734711370502,0.0023487904712739,0.004817403451139325,0.0032805126",0.0019602598924239765,0.0019602598924239765,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"ld,NO_SMOOTHING,brier_score,40,40,0.0038531325669077,0.0019602598924239765,0.0034951734711370502,0.0023487904712739,0.004817403451139325,0.0032805126188293126,0.0044634920",0.0034951734711370502,0.0034951734711370502,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"score,40,40,0.0038531325669077,0.0019602598924239765,0.0034951734711370502,0.0023487904712739,0.004817403451139325,0.0032805126188293126,0.004463492086587708 crossfitte",0.0023487904712739,0.0023487904712739,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"31325669077,0.0019602598924239765,0.0034951734711370502,0.0023487904712739,0.004817403451139325,0.0032805126188293126,0.004463492086587708 crossfitted_threshold,NO_SMOOTH",0.004817403451139325,0.004817403451139325,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"598924239765,0.0034951734711370502,0.0023487904712739,0.004817403451139325,0.0032805126188293126,0.004463492086587708 crossfitted_threshold,NO_SMOOTHING,average_precision,",0.0032805126188293126,0.0032805126188293126,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"734711370502,0.0023487904712739,0.004817403451139325,0.0032805126188293126,0.004463492086587708 crossfitted_threshold,NO_SMOOTHING,average_precision,40,40,0.5231435278147",0.004463492086587708,0.004463492086587708,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,",0.004463492086587708 crossfitted_threshold,NO_SMOOTHING,average_precision,40,40,0.5231435278147645,0.20241743002203985,0.518723843461515,0.382499142537",40,40,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"004463492086587708 crossfitted_threshold,NO_SMOOTHING,average_precision,40,40,0.5231435278147645,0.20241743002203985,0.518723843461515,0.382499142537183",40,40,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"463492086587708 crossfitted_threshold,NO_SMOOTHING,average_precision,40,40,0.5231435278147645,0.20241743002203985,0.518723843461515,0.382499142537183,0.6517454172608723",0.5231435278147645,0.5231435278147645,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"ssfitted_threshold,NO_SMOOTHING,average_precision,40,40,0.5231435278147645,0.20241743002203985,0.518723843461515,0.382499142537183,0.6517454172608723,0.4616220881476936,",0.20241743002203985,0.20241743002203985,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
TABLES_V2_1/Supplementary_Table_S4.csv,"O_SMOOTHING,average_precision,40,40,0.5231435278147645,0.20241743002203985,0.518723843461515,0.382499142537183,0.6517454172608723,0.4616220881476936,0.585647450760667 ",0.518723843461515,0.518723843461515,source authority recorded by deterministic builder,exact rendered token; core floats additionally regression-asserted,PASS
